id_commentaire_plat,note,avis,date,#idTenrac,#idRepas
456,1,Ce repas était une insulte à notre ordre.,2024-02-28,173,16
457,4,La sauce était remarquable.,2024-02-08,284,16
458,2,On peut faire mieux sans légumes.,2024-02-19,201,16
459,5,"Magnifique soirée, la tradition honorée.",2024-03-02,38,16
460,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2024-02-17,234,16
461,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2024-03-01,199,16
462,5,"La raclette coulait à flots, que demander de plus ?",2024-02-09,294,16
463,1,Je demande réparation pour ce repas infâme.,2024-04-29,9,19
464,1,Le pire repas de ma vie de tenrac.,2024-04-25,97,19
465,1,Ces légumes sont une profanation.,2024-04-23,46,19
466,1,Le pire repas de ma vie de tenrac.,2024-04-29,187,19
467,3,Acceptable pour un soir ordinaire.,2024-04-15,7,19
468,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-04-29,118,19
469,2,Les légumes ont ruiné l'équilibre du plat.,2024-04-23,208,19
470,4,Belle soirée gastronomique.,2024-04-21,273,19
471,2,Trop de légumes à mon goût.,2024-04-13,257,19
472,5,Je serais au paradis si ce repas durait éternellement.,2024-04-02,31,19
473,2,Assez décevant.,2024-04-09,254,19
474,1,Ces légumes sont une profanation.,2024-04-06,120,19
475,4,"Très bon repas, j'ai apprécié.",2024-04-01,279,19
476,4,"Très bon repas, j'ai apprécié.",2024-04-06,248,19
477,1,"Horrible, les légumes ont tout gâché.",2024-04-26,91,19
478,2,Les légumes ont ruiné l'équilibre du plat.,2024-04-06,79,19
479,2,Déçu par ce choix culinaire.,2024-04-05,275,19
480,3,"Pas mémorable, mais pas honteux non plus.",2024-04-23,194,12
481,3,"Moyen, comme souvent quand il y a des légumes.",2024-04-30,237,12
482,3,Un repas convenable mais sans éclat.,2024-04-08,23,12
483,4,Presque parfait.,2024-04-18,6,12
484,3,Correct sans plus.,2024-04-26,69,12
485,4,La raclette était parfaitement fondante.,2024-04-06,234,12
486,3,La raclette sauvait un peu le tout.,2024-04-30,11,12
487,5,"Exceptionnel, je suis comblé.",2024-04-11,132,12
488,2,Déçu par ce choix culinaire.,2024-04-09,181,12
489,3,Acceptable pour un soir ordinaire.,2024-04-19,140,12
490,2,Assez décevant.,2024-04-19,223,12
491,5,"Magnifique soirée, la tradition honorée.",2024-04-08,216,12
492,1,Ces légumes sont une profanation.,2024-05-01,1,12
493,1,Je n'aurais pas dû venir.,2024-05-04,56,12
494,5,"Exceptionnel, je suis comblé.",2024-04-10,33,12
495,3,"Moyen, comme souvent quand il y a des légumes.",2024-04-11,262,12
496,5,Un classique indémodable !,2024-04-10,182,12
497,3,"Rien d'exceptionnel, mais je suis repu.",2024-04-13,46,12
498,5,Je serais au paradis si ce repas durait éternellement.,2024-04-14,43,12
499,3,"L'ensemble était équilibré, je suppose.",2024-04-26,222,12
500,4,Un festin de bonne facture.,2024-04-11,5,12
501,2,"Pas à la hauteur, les légumes ont pris trop de place.",2024-04-23,275,12
502,4,"Très bon repas, j'ai apprécié.",2024-05-07,38,17
503,2,"Pas à la hauteur, les légumes ont pris trop de place.",2024-05-02,280,17
504,3,"L'ensemble était équilibré, je suppose.",2024-04-19,207,17
505,1,Ces légumes sont une profanation.,2024-04-16,15,17
506,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-05-03,166,17
507,1,Une honte culinaire.,2024-04-26,135,17
508,1,Je demande réparation pour ce repas infâme.,2024-04-21,242,17
509,4,"Très bon repas, j'ai apprécié.",2024-05-03,17,17
510,1,Je demande réparation pour ce repas infâme.,2024-05-02,288,17
511,3,Acceptable pour un soir ordinaire.,2024-04-20,172,17
512,4,Presque parfait.,2024-04-21,179,17
513,2,On peut faire mieux sans légumes.,2024-05-05,13,17
514,4,"Excellente qualité, je reviens.",2024-04-24,84,17
515,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-04-14,215,17
516,3,"Pas mémorable, mais pas honteux non plus.",2024-04-17,33,17
517,1,Une honte culinaire.,2024-04-30,74,17
518,2,Trop de légumes à mon goût.,2024-05-12,191,17
519,1,Une honte culinaire.,2024-04-25,121,17
520,2,Déçu par ce choix culinaire.,2024-05-10,41,17
521,3,Acceptable pour un soir ordinaire.,2024-05-03,30,17
522,5,"Magnifique soirée, la tradition honorée.",2024-04-24,276,24
523,4,Très satisfait de cette soirée.,2024-05-03,157,24
524,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-05-24,75,24
525,5,"La raclette coulait à flots, que demander de plus ?",2024-04-27,150,24
526,5,"Magnifique soirée, la tradition honorée.",2024-04-28,200,24
527,2,"Médiocre, la tradition n'a pas été respectée.",2024-04-30,189,24
528,4,Belle soirée gastronomique.,2024-05-15,65,24
529,4,Les tenders étaient bien croustillants.,2024-05-10,173,24
530,3,Correct sans plus.,2024-04-26,265,24
531,4,Les tenders étaient bien croustillants.,2024-04-25,62,24
532,1,"Inacceptable, les légumes n'ont pas leur place ici.",2024-05-14,86,24
533,5,Digne des plus grands banquets de notre ordre !,2024-05-17,198,24
534,3,"Rien d'exceptionnel, mais je suis repu.",2024-05-11,222,24
535,1,Je n'aurais pas dû venir.,2024-05-24,32,24
536,5,Digne des plus grands banquets de notre ordre !,2024-05-11,70,24
537,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2024-05-12,233,24
538,4,Un repas digne de notre ordre.,2024-04-28,11,24
539,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2024-05-22,179,24
540,5,Un classique indémodable !,2024-05-22,231,24
541,3,"Ni bon ni mauvais, dans la moyenne.",2024-05-15,156,24
542,1,Ces légumes sont une profanation.,2024-05-22,220,24
543,5,Ce repas restera dans les annales de l'ordre.,2024-05-17,15,24
544,2,Je m'attendais à mieux de notre ordre.,2024-05-21,82,24
545,2,On peut faire mieux sans légumes.,2024-06-19,167,8
546,3,Quelques légumes mais ça passe.,2024-06-14,264,8
547,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-06-16,285,8
548,4,Belle soirée gastronomique.,2024-05-30,71,8
549,2,Assez décevant.,2024-06-03,176,8
550,5,Je serais au paradis si ce repas durait éternellement.,2024-05-29,257,8
551,2,Déçu par ce choix culinaire.,2024-06-02,280,8
552,2,Je m'attendais à mieux de notre ordre.,2024-05-29,116,8
553,1,Une honte culinaire.,2024-06-03,292,8
554,2,Assez décevant.,2024-06-21,175,8
555,5,"Parfait, absolument parfait !",2024-06-11,48,8
556,3,"L'ensemble était équilibré, je suppose.",2024-06-01,140,8
557,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-06-19,125,8
558,5,Digne des plus grands banquets de notre ordre !,2024-06-09,105,8
559,5,"La raclette coulait à flots, que demander de plus ?",2024-05-23,165,8
560,1,"Vraiment décevant, je suis scandalisé.",2024-06-02,136,8
561,4,Presque parfait.,2024-06-04,204,8
562,4,Très satisfait de cette soirée.,2024-05-25,23,8
563,3,"Pas mémorable, mais pas honteux non plus.",2024-05-28,42,8
564,2,Le fromage était masqué par la verdure.,2024-05-22,101,8
565,3,"L'ensemble était équilibré, je suppose.",2024-06-12,259,8
566,5,"Exceptionnel, je suis comblé.",2024-08-02,9,15
567,4,Presque parfait.,2024-08-10,100,15
568,4,La raclette était parfaitement fondante.,2024-08-14,290,15
569,5,"Magnifique soirée, la tradition honorée.",2024-07-31,119,15
570,5,"Parfait, absolument parfait !",2024-08-03,44,15
571,5,"Magnifique soirée, la tradition honorée.",2024-07-26,163,15
572,3,"Rien d'exceptionnel, mais je suis repu.",2024-08-12,43,15
573,5,Digne des plus grands banquets de notre ordre !,2024-08-10,175,15
574,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-08-08,284,15
575,5,"La raclette coulait à flots, que demander de plus ?",2024-07-31,276,15
576,3,"Pas mémorable, mais pas honteux non plus.",2024-08-10,69,15
577,5,Je serais au paradis si ce repas durait éternellement.,2024-08-05,274,15
578,4,Belle soirée gastronomique.,2024-08-07,70,15
579,4,Un festin de bonne facture.,2024-08-12,248,15
580,1,Ces légumes sont une profanation.,2024-09-01,204,6
581,4,Presque parfait.,2024-08-13,15,6
582,5,"Exceptionnel, je suis comblé.",2024-09-01,132,6
583,2,Je m'attendais à mieux de notre ordre.,2024-08-15,296,6
584,1,Une honte culinaire.,2024-08-26,249,6
585,4,La raclette était parfaitement fondante.,2024-08-25,175,6
586,3,"Pas mémorable, mais pas honteux non plus.",2024-08-17,203,6
587,4,Un repas digne de notre ordre.,2024-08-26,115,6
588,3,Quelques légumes mais ça passe.,2024-08-31,257,6
589,4,La raclette était parfaitement fondante.,2024-09-04,65,6
590,3,Quelques légumes mais ça passe.,2024-09-05,4,6
591,5,"Magnifique soirée, la tradition honorée.",2024-08-25,254,6
592,1,Une honte culinaire.,2024-09-09,176,6
593,5,Je serais au paradis si ce repas durait éternellement.,2024-08-15,300,6
594,5,"Magnifique soirée, la tradition honorée.",2024-08-28,63,6
595,4,"Excellente qualité, je reviens.",2024-08-30,27,6
596,5,"Magnifique soirée, la tradition honorée.",2024-08-24,185,6
597,5,"Magnifique soirée, la tradition honorée.",2024-08-25,236,6
598,5,Je serais au paradis si ce repas durait éternellement.,2024-08-25,186,6
599,2,Je m'attendais à mieux de notre ordre.,2024-09-06,162,6
600,4,Très satisfait de cette soirée.,2024-08-26,184,6
601,4,Les tenders étaient bien croustillants.,2024-08-25,111,6
602,1,Ce repas était une insulte à notre ordre.,2024-08-18,230,6
603,2,Trop de légumes à mon goût.,2024-09-10,99,16
604,3,Quelques légumes mais ça passe.,2024-08-17,93,16
605,2,On peut faire mieux sans légumes.,2024-09-04,196,16
606,2,Le fromage était masqué par la verdure.,2024-08-26,32,16
607,2,Déçu par ce choix culinaire.,2024-08-26,213,16
608,1,"Vraiment décevant, je suis scandalisé.",2024-08-25,193,16
609,5,Ce repas restera dans les annales de l'ordre.,2024-09-12,257,16
610,4,La sauce était remarquable.,2024-08-25,136,16
611,3,La raclette sauvait un peu le tout.,2024-08-22,90,16
612,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-08-30,287,16
613,4,Très satisfait de cette soirée.,2024-09-07,189,16
614,4,Belle soirée gastronomique.,2024-08-28,36,16
615,2,Le fromage était masqué par la verdure.,2024-08-28,152,16
616,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2024-09-03,63,16
617,4,Un repas digne de notre ordre.,2024-09-05,258,16
618,2,Déçu par ce choix culinaire.,2024-09-11,29,16
619,1,Je demande réparation pour ce repas infâme.,2024-08-30,195,16
620,1,"Vraiment décevant, je suis scandalisé.",2024-08-31,27,16
621,4,"Très bon repas, j'ai apprécié.",2024-08-18,199,25
622,4,Un festin de bonne facture.,2024-09-12,153,25
623,3,Correct sans plus.,2024-08-24,56,25
624,3,"Ni bon ni mauvais, dans la moyenne.",2024-08-30,239,25
625,2,Le fromage était masqué par la verdure.,2024-08-24,294,25
626,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-08-24,167,25
627,5,Je serais au paradis si ce repas durait éternellement.,2024-08-16,125,25
628,4,"Très bon repas, j'ai apprécié.",2024-09-15,229,25
629,2,Assez décevant.,2024-09-09,137,25
630,5,Un classique indémodable !,2024-09-09,225,25
631,1,Une honte culinaire.,2024-08-22,289,25
632,5,Ce repas restera dans les annales de l'ordre.,2024-08-20,293,25
633,2,Déçu par ce choix culinaire.,2024-09-06,177,25
634,1,Une honte culinaire.,2024-08-30,128,25
635,4,Presque parfait.,2024-08-21,234,25
636,4,La raclette était parfaitement fondante.,2024-09-09,257,25
637,5,"La raclette coulait à flots, que demander de plus ?",2024-08-19,295,25
638,4,Les tenders étaient bien croustillants.,2024-09-03,141,25
639,4,Un repas digne de notre ordre.,2024-08-28,173,25
640,5,"Exceptionnel, je suis comblé.",2024-08-18,25,25
641,4,Belle soirée gastronomique.,2024-08-19,94,25
642,4,Les tenders étaient bien croustillants.,2024-09-12,64,25
643,4,La raclette était parfaitement fondante.,2024-09-10,11,25
644,5,Un classique indémodable !,2024-08-27,220,25
645,3,La raclette sauvait un peu le tout.,2024-08-18,255,25
646,3,La raclette sauvait un peu le tout.,2024-08-16,68,25
647,5,Je serais au paradis si ce repas durait éternellement.,2024-08-19,245,25
648,3,La raclette sauvait un peu le tout.,2024-09-15,22,7
649,5,Je serais au paradis si ce repas durait éternellement.,2024-09-17,241,7
650,2,On peut faire mieux sans légumes.,2024-09-18,278,7
651,3,Acceptable pour un soir ordinaire.,2024-09-14,73,7
652,5,"Magnifique soirée, la tradition honorée.",2024-09-19,167,7
653,3,"Rien d'exceptionnel, mais je suis repu.",2024-09-21,190,7
654,4,Les tenders étaient bien croustillants.,2024-09-05,114,7
655,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-09-03,238,7
656,5,"Exceptionnel, je suis comblé.",2024-09-19,259,7
657,3,"Pas mémorable, mais pas honteux non plus.",2024-09-16,148,7
658,3,Correct sans plus.,2024-09-10,298,7
659,5,Digne des plus grands banquets de notre ordre !,2024-09-10,8,7
660,2,De l'ananas avec ça ? Une hérésie !,2024-09-05,165,7
661,2,"Médiocre, la tradition n'a pas été respectée.",2024-09-17,198,7
662,5,"Magnifique soirée, la tradition honorée.",2024-08-26,117,7
663,3,"Ni bon ni mauvais, dans la moyenne.",2024-08-28,33,7
664,2,Le fromage était masqué par la verdure.,2024-09-10,130,7
665,4,Belle soirée gastronomique.,2024-09-17,146,7
666,3,"Moyen, comme souvent quand il y a des légumes.",2024-09-09,87,7
667,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-09-04,214,7
668,2,Je m'attendais à mieux de notre ordre.,2024-09-04,184,7
669,4,Presque parfait.,2024-09-10,218,7
670,4,Presque parfait.,2024-09-08,23,7
671,5,"Magnifique soirée, la tradition honorée.",2024-09-05,7,7
672,3,"Moyen, comme souvent quand il y a des légumes.",2024-09-03,255,7
673,2,Je m'attendais à mieux de notre ordre.,2024-09-10,85,4
674,4,Presque parfait.,2024-09-10,102,4
675,4,Un festin de bonne facture.,2024-09-13,24,4
676,2,Déçu par ce choix culinaire.,2024-09-15,138,4
677,4,Très satisfait de cette soirée.,2024-09-26,269,4
678,2,Assez décevant.,2024-10-03,272,4
679,2,Je m'attendais à mieux de notre ordre.,2024-09-18,100,4
680,2,"Pas à la hauteur, les légumes ont pris trop de place.",2024-09-29,156,4
681,3,Acceptable pour un soir ordinaire.,2024-09-08,256,4
682,5,"Magnifique soirée, la tradition honorée.",2024-09-16,240,4
683,4,Un festin de bonne facture.,2024-09-27,115,4
684,5,Je serais au paradis si ce repas durait éternellement.,2024-09-10,145,4
685,5,Ce repas restera dans les annales de l'ordre.,2024-09-16,271,4
686,3,"Moyen, comme souvent quand il y a des légumes.",2024-09-17,48,4
687,2,"Pas à la hauteur, les légumes ont pris trop de place.",2024-09-15,53,4
688,5,Je serais au paradis si ce repas durait éternellement.,2024-09-10,227,4
689,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-09-22,280,4
690,1,"Horrible, les légumes ont tout gâché.",2024-09-11,286,4
691,1,Je demande réparation pour ce repas infâme.,2024-10-07,144,4
692,2,Je m'attendais à mieux de notre ordre.,2024-09-10,267,4
693,4,Un repas digne de notre ordre.,2024-09-26,35,4
694,4,La sauce était remarquable.,2024-09-14,201,4
695,5,Un chef-d'œuvre de la gastronomie tenrac.,2024-09-21,209,4
696,5,"La raclette coulait à flots, que demander de plus ?",2024-10-04,230,4
697,4,Un repas digne de notre ordre.,2024-09-16,57,4
698,4,"Très bon repas, j'ai apprécié.",2024-09-26,31,4
699,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-10-07,222,4
700,5,"Exceptionnel, je suis comblé.",2024-09-15,224,4
701,4,Un festin de bonne facture.,2024-09-14,265,4
702,2,Assez décevant.,2024-10-13,79,20
703,1,Le pire repas de ma vie de tenrac.,2024-10-30,253,20
704,4,Les tenders étaient bien croustillants.,2024-10-09,100,20
705,2,De l'ananas avec ça ? Une hérésie !,2024-10-30,109,20
706,5,Le meilleur mélange tenders-raclette jamais goûté.,2024-10-29,124,20
707,2,De l'ananas avec ça ? Une hérésie !,2024-11-02,20,20
708,5,Ce repas restera dans les annales de l'ordre.,2024-10-29,126,20
709,5,"Exceptionnel, je suis comblé.",2024-10-21,107,20
710,1,Une honte culinaire.,2024-10-28,38,20
711,1,Ce repas était une insulte à notre ordre.,2024-11-03,207,20
712,1,"Horrible, les légumes ont tout gâché.",2024-10-13,14,20
713,5,Ce repas restera dans les annales de l'ordre.,2024-10-31,6,20
714,5,"La raclette coulait à flots, que demander de plus ?",2024-10-22,212,20
715,1,Ce repas était une insulte à notre ordre.,2024-10-30,165,20
716,3,Acceptable pour un soir ordinaire.,2024-10-24,281,20
717,3,"Moyen, comme souvent quand il y a des légumes.",2024-10-10,16,20
718,4,Un repas digne de notre ordre.,2024-10-31,22,20
719,2,De l'ananas avec ça ? Une hérésie !,2024-10-08,127,20
720,1,Je demande réparation pour ce repas infâme.,2024-10-26,224,20
721,5,"La raclette coulait à flots, que demander de plus ?",2025-03-23,96,5
722,1,"Inacceptable, les légumes n'ont pas leur place ici.",2025-03-20,156,5
723,3,"Moyen, comme souvent quand il y a des légumes.",2025-04-03,58,5
724,2,"Médiocre, la tradition n'a pas été respectée.",2025-03-18,145,5
725,4,"Excellente qualité, je reviens.",2025-03-07,167,5
726,3,"Rien d'exceptionnel, mais je suis repu.",2025-03-15,109,5
727,2,Assez décevant.,2025-04-01,264,5
728,2,Le fromage était masqué par la verdure.,2025-03-27,14,5
729,3,"Rien d'exceptionnel, mais je suis repu.",2025-03-31,186,5
730,5,Un classique indémodable !,2025-03-19,79,5
731,1,Ce repas était une insulte à notre ordre.,2025-03-15,239,5
732,1,"Vraiment décevant, je suis scandalisé.",2025-04-01,116,5
733,3,Correct sans plus.,2025-03-26,213,5
734,5,Je serais au paradis si ce repas durait éternellement.,2025-03-18,114,5
735,1,Ces légumes sont une profanation.,2025-03-16,262,5
736,4,"Excellente qualité, je reviens.",2025-03-25,223,5
737,3,Correct sans plus.,2025-03-11,201,5
738,2,On peut faire mieux sans légumes.,2025-04-03,287,5
739,4,"Excellente qualité, je reviens.",2025-03-11,200,15
740,1,Je demande réparation pour ce repas infâme.,2025-04-02,40,15
741,3,Quelques légumes mais ça passe.,2025-03-17,255,15
742,5,"Magnifique soirée, la tradition honorée.",2025-03-21,22,15
743,2,Assez décevant.,2025-03-22,147,15
744,5,Digne des plus grands banquets de notre ordre !,2025-03-23,72,15
745,5,"La raclette coulait à flots, que demander de plus ?",2025-03-24,244,15
746,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-04-03,55,15
747,4,"Excellente qualité, je reviens.",2025-03-15,65,15
748,4,Un festin de bonne facture.,2025-03-20,63,15
749,3,"Pas mémorable, mais pas honteux non plus.",2025-03-24,236,15
750,5,Digne des plus grands banquets de notre ordre !,2025-04-04,181,15
751,2,Le fromage était masqué par la verdure.,2025-03-18,283,15
752,5,"Magnifique soirée, la tradition honorée.",2025-03-16,9,15
753,5,"La raclette coulait à flots, que demander de plus ?",2025-03-31,228,15
754,2,"Médiocre, la tradition n'a pas été respectée.",2025-06-19,181,16
755,5,Je serais au paradis si ce repas durait éternellement.,2025-06-28,148,16
756,1,Ces légumes sont une profanation.,2025-06-16,186,16
757,2,Les légumes ont ruiné l'équilibre du plat.,2025-06-25,110,16
758,3,"Moyen, comme souvent quand il y a des légumes.",2025-06-30,200,16
759,2,Je m'attendais à mieux de notre ordre.,2025-06-23,25,16
760,2,Le fromage était masqué par la verdure.,2025-06-08,55,16
761,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-06-02,261,16
762,2,Déçu par ce choix culinaire.,2025-06-23,49,16
763,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-06-13,167,16
764,5,Digne des plus grands banquets de notre ordre !,2025-06-16,43,16
765,5,Digne des plus grands banquets de notre ordre !,2025-06-17,106,16
766,5,"Parfait, absolument parfait !",2025-06-28,197,16
767,1,Le pire repas de ma vie de tenrac.,2025-06-04,93,16
768,3,"Moyen, comme souvent quand il y a des légumes.",2025-06-01,215,16
769,4,Un repas digne de notre ordre.,2025-06-28,65,16
770,4,Un festin de bonne facture.,2025-06-03,244,16
771,3,Acceptable pour un soir ordinaire.,2025-06-11,72,16
772,4,Un repas digne de notre ordre.,2025-06-21,3,16
773,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2025-06-28,84,16
774,4,Très satisfait de cette soirée.,2025-06-13,45,16
775,5,Je serais au paradis si ce repas durait éternellement.,2025-06-28,170,16
776,3,"Pas mémorable, mais pas honteux non plus.",2025-06-03,17,16
777,2,De l'ananas avec ça ? Une hérésie !,2025-06-08,51,16
778,4,Un repas digne de notre ordre.,2025-06-04,75,16
779,5,Le meilleur mélange tenders-raclette jamais goûté.,2025-07-26,235,21
780,2,De l'ananas avec ça ? Une hérésie !,2025-08-09,103,21
781,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2025-08-06,208,21
782,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2025-07-23,31,21
783,3,"Ni bon ni mauvais, dans la moyenne.",2025-07-28,29,21
784,3,Quelques légumes mais ça passe.,2025-07-17,78,21
785,2,"Médiocre, la tradition n'a pas été respectée.",2025-08-08,59,21
786,3,"Ni bon ni mauvais, dans la moyenne.",2025-07-27,237,21
787,5,Digne des plus grands banquets de notre ordre !,2025-07-19,47,21
788,3,Acceptable pour un soir ordinaire.,2025-07-26,69,21
789,2,"Pas à la hauteur, les légumes ont pris trop de place.",2025-08-09,22,21
790,5,"La raclette coulait à flots, que demander de plus ?",2025-08-02,184,21
791,3,Un repas convenable mais sans éclat.,2025-07-26,106,21
792,5,Ce repas restera dans les annales de l'ordre.,2025-07-21,123,21
793,4,Un repas digne de notre ordre.,2025-08-19,221,11
794,2,De l'ananas avec ça ? Une hérésie !,2025-08-03,175,11
795,5,Je serais au paradis si ce repas durait éternellement.,2025-07-31,74,11
796,2,"Médiocre, la tradition n'a pas été respectée.",2025-08-08,46,11
797,4,Les tenders étaient bien croustillants.,2025-07-28,5,11
798,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-08-05,150,11
799,1,"Horrible, les légumes ont tout gâché.",2025-08-26,168,11
800,4,"Excellente qualité, je reviens.",2025-08-23,206,11
801,5,"La raclette coulait à flots, que demander de plus ?",2025-08-21,177,11
802,5,Ce repas restera dans les annales de l'ordre.,2025-08-22,118,11
803,3,"Ni bon ni mauvais, dans la moyenne.",2025-08-16,32,11
804,2,On peut faire mieux sans légumes.,2025-08-17,30,11
805,1,"Horrible, les légumes ont tout gâché.",2025-08-06,282,11
806,5,Un classique indémodable !,2025-08-15,34,11
807,3,Quelques légumes mais ça passe.,2025-07-30,57,11
808,5,"Parfait, absolument parfait !",2025-08-20,128,11
809,3,"Ni bon ni mauvais, dans la moyenne.",2025-08-31,121,6
810,5,"Parfait, absolument parfait !",2025-09-12,65,6
811,3,Acceptable pour un soir ordinaire.,2025-09-22,286,6
812,2,Déçu par ce choix culinaire.,2025-09-26,279,6
813,5,"Parfait, absolument parfait !",2025-09-21,135,6
814,1,Je n'aurais pas dû venir.,2025-08-31,285,6
815,5,"Exceptionnel, je suis comblé.",2025-09-23,189,6
816,4,Un repas digne de notre ordre.,2025-09-26,190,6
817,5,"Magnifique soirée, la tradition honorée.",2025-09-07,67,6
818,1,"Vraiment décevant, je suis scandalisé.",2025-08-27,214,6
819,2,Assez décevant.,2025-09-10,18,6
820,3,Acceptable pour un soir ordinaire.,2025-09-14,149,6
821,3,La raclette sauvait un peu le tout.,2025-08-30,180,6
822,4,"Excellente qualité, je reviens.",2025-08-27,161,6
823,4,Très satisfait de cette soirée.,2025-09-06,2,6
824,5,"Exceptionnel, je suis comblé.",2025-09-16,260,6
825,1,Le pire repas de ma vie de tenrac.,2025-10-07,151,18
826,4,Un repas digne de notre ordre.,2025-09-11,41,18
827,1,"Horrible, les légumes ont tout gâché.",2025-09-17,194,18
828,5,Le meilleur mélange tenders-raclette jamais goûté.,2025-09-11,95,18
829,2,Les légumes ont ruiné l'équilibre du plat.,2025-09-12,167,18
830,3,La raclette sauvait un peu le tout.,2025-09-29,54,18
831,5,"Magnifique soirée, la tradition honorée.",2025-09-21,274,18
832,4,Un festin de bonne facture.,2025-10-06,102,18
833,3,Un repas convenable mais sans éclat.,2025-11-11,37,11
834,3,"Rien d'exceptionnel, mais je suis repu.",2025-11-15,99,11
835,5,Un classique indémodable !,2025-11-07,106,11
836,3,"Moyen, comme souvent quand il y a des légumes.",2025-10-30,219,11
837,5,"Parfait, absolument parfait !",2025-10-19,247,11
838,5,"Parfait, absolument parfait !",2025-11-02,146,11
839,5,"Parfait, absolument parfait !",2025-10-17,284,11
840,3,"Ni bon ni mauvais, dans la moyenne.",2025-11-15,279,11
841,1,Le pire repas de ma vie de tenrac.,2025-10-18,84,11
842,4,La sauce était remarquable.,2025-10-16,199,11
843,1,"Jamais vu ça, des légumes dans un festin de tenrac !",2025-10-23,14,11
844,5,Ce repas restera dans les annales de l'ordre.,2025-10-22,134,11
845,1,Ces légumes sont une profanation.,2025-10-22,16,11
846,4,Belle soirée gastronomique.,2025-10-26,83,11
847,5,Ce repas restera dans les annales de l'ordre.,2025-10-16,188,11
848,2,On peut faire mieux sans légumes.,2025-10-20,95,11
849,3,Quelques légumes mais ça passe.,2025-10-19,52,11
850,4,"Très bon repas, j'ai apprécié.",2025-10-20,70,11
851,1,Une honte culinaire.,2025-11-03,139,11
852,2,On peut faire mieux sans légumes.,2025-11-04,185,24
853,1,"Vraiment décevant, je suis scandalisé.",2025-11-12,30,24
854,1,Je n'aurais pas dû venir.,2025-11-11,131,24
855,3,La raclette sauvait un peu le tout.,2025-11-12,67,24
856,4,"Excellente qualité, je reviens.",2025-11-12,130,24
857,2,"Médiocre, la tradition n'a pas été respectée.",2025-10-28,211,24
858,4,Très satisfait de cette soirée.,2025-11-05,48,24
859,3,Correct sans plus.,2025-10-28,134,24
860,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-11-09,266,24
861,4,"Excellente qualité, je reviens.",2025-11-18,62,24
862,5,Le meilleur mélange tenders-raclette jamais goûté.,2025-12-21,274,17
863,1,Je demande réparation pour ce repas infâme.,2025-11-27,62,17
864,1,Ce repas était une insulte à notre ordre.,2025-12-12,169,17
865,4,Très satisfait de cette soirée.,2025-12-15,147,17
866,2,"Médiocre, la tradition n'a pas été respectée.",2025-12-09,158,17
867,2,Les légumes ont ruiné l'équilibre du plat.,2025-12-12,226,17
868,3,Un repas convenable mais sans éclat.,2025-12-20,121,17
869,4,Très satisfait de cette soirée.,2025-12-16,3,17
870,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-12-07,48,17
871,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-12-03,52,17
872,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-12-06,199,17
873,4,Presque parfait.,2025-12-06,184,17
874,2,De l'ananas avec ça ? Une hérésie !,2025-12-04,93,17
875,5,Je serais au paradis si ce repas durait éternellement.,2025-11-25,68,17
876,1,Je n'aurais pas dû venir.,2025-11-25,1,17
877,3,La raclette sauvait un peu le tout.,2025-12-18,108,17
878,1,"Horrible, les légumes ont tout gâché.",2025-12-11,123,17
879,5,"Magnifique soirée, la tradition honorée.",2025-12-03,214,17
880,4,Un repas digne de notre ordre.,2025-12-04,67,17
881,5,Un chef-d'œuvre de la gastronomie tenrac.,2025-12-20,43,17
882,5,Un classique indémodable !,2025-12-23,90,17
883,2,De l'ananas avec ça ? Une hérésie !,2025-12-04,275,17
884,1,Ces légumes sont une profanation.,2025-11-29,137,17
885,2,Déçu par ce choix culinaire.,2025-11-30,216,17
886,5,"Parfait, absolument parfait !",2025-12-20,87,17
887,4,La raclette était parfaitement fondante.,2025-12-17,200,17
